id_estudiante,fecha,total
2542,2023-10-25,540.00
728,2023-08-22,330.00
2811,2024-05-01,471.00
2050,2023-11-07,25.00
1928,2022-12-16,1666.00
1822,2025-02-02,758.00
2645,2021-08-21,132.50
2394,2023-06-09,688.50
1471,2023-12-22,390.00
1238,2024-12-26,750.00
668,2024-09-06,648.00
4745,2021-07-11,1180.00
3966,2025-07-01,1475.00
2992,2020-09-29,1233.00
3792,2021-09-01,1425.00
1912,2024-02-15,100.00
1973,2024-03-24,1985.00
2304,2021-02-28,1600.00
2126,2024-04-09,850.00
3322,2024-03-24,363.00
666,2021-03-01,700.00
3898,2020-12-14,882.50
4748,2020-11-25,180.00
2498,2025-02-26,1410.00
1849,2021-11-21,1590.00
4617,2022-05-16,683.00
876,2024-04-08,75.00
1852,2021-01-24,360.00
461,2021-12-03,271.00
1022,2024-06-18,209.00
3192,2025-06-13,276.00
115,2023-07-05,250.00
3576,2025-05-15,540.00
396,2023-01-06,545.00
4526,2022-02-26,250.00
705,2023-09-30,125.00
2775,2025-08-20,369.00
2360,2025-08-30,1360.00
873,2025-01-06,640.00
105,2022-12-30,465.00
2255,2022-02-09,718.00
3323,2024-10-07,3.00
885,2024-09-28,943.00
1118,2022-02-28,25.00
1789,2024-06-16,843.00
2936,2023-07-19,257.50
3128,2024-07-01,500.00
3218,2021-08-16,153.50
2945,2021-11-26,925.00
1855,2024-11-20,1312.00
1645,2025-01-02,924.00
3345,2024-08-29,1055.00
2754,2022-06-03,50.00
787,2021-05-04,915.00
2831,2023-04-22,977.50
1171,2022-08-13,7.50
1191,2024-08-27,1065.00
2944,2020-10-31,425.00
4581,2024-08-22,1640.00
1202,2020-12-13,1428.00
2907,2024-12-15,1052.50
872,2023-12-05,450.00
1478,2024-03-26,75.00
1090,2021-05-23,351.00
1926,2020-11-26,260.00
4686,2024-09-24,146.00
4242,2022-11-19,1050.00
2849,2025-06-19,1863.00
2395,2021-03-28,52.50
3079,2021-02-16,862.00
3525,2021-09-02,228.50
1472,2024-04-07,694.00
3479,2024-05-26,15.00
2380,2024-04-23,502.50
4364,2023-03-23,57.00
2541,2024-09-15,1042.50
3608,2023-05-27,1555.00
3174,2025-09-08,230.00
3776,2021-03-09,1140.00
1131,2024-07-04,9.00
637,2022-09-08,125.00
1695,2021-01-30,375.00
1612,2022-04-09,1050.00
1007,2025-02-14,744.00
3209,2025-01-22,557.50
611,2025-05-08,1810.00
340,2025-02-21,788.00
3739,2025-07-04,7.50
1538,2024-10-31,50.00
3802,2024-01-02,310.00
3769,2021-03-29,5.00
506,2022-01-10,1675.00
3991,2021-09-10,381.00
2583,2022-09-14,809.00
524,2025-01-03,6.00
981,2021-07-30,1750.00
2538,2021-10-03,260.00
4645,2020-12-15,1292.50
4705,2024-10-14,225.00
1608,2021-03-24,1155.00
2201,2025-04-26,1110.00
2754,2024-10-17,1490.00
1821,2022-08-02,125.00
1557,2024-02-22,625.00
264,2023-11-15,1740.00
2350,2025-08-23,1175.00
3793,2025-03-27,720.00
1567,2022-08-22,750.00
2047,2024-08-13,825.00
144,2022-09-27,9.00
4465,2020-11-16,360.00
520,2023-08-09,710.00
2041,2022-02-07,1110.00
99,2022-10-23,775.00
2498,2022-01-29,758.00
2402,2022-04-04,662.50
4490,2022-03-28,649.00
3871,2023-11-08,750.00
3250,2024-08-05,250.00
1116,2025-03-17,66.00
2017,2024-11-06,518.00
909,2023-02-26,880.00
2182,2023-10-10,1065.00
4142,2021-07-31,835.00
2787,2021-01-26,498.00
762,2023-02-25,1335.00
4538,2023-05-25,256.50
3824,2025-01-16,650.00
404,2024-09-17,360.00
594,2020-10-23,9.00
4155,2021-11-11,375.00
4401,2021-10-16,260.00
1514,2023-06-17,9.00
2564,2022-12-24,9.00
2038,2025-07-13,900.00
767,2021-04-02,507.50
1175,2022-03-21,656.00
2320,2021-01-18,305.00
955,2024-11-02,406.00
1340,2023-01-05,586.00
463,2024-01-04,1065.00
2589,2022-07-02,304.00
2296,2021-06-27,702.50
1998,2023-10-20,250.00
869,2023-06-11,540.00
4700,2022-07-22,603.00
3115,2025-06-28,450.00
3209,2022-11-13,281.00
3404,2020-12-08,300.00
1829,2024-02-18,277.00
2597,2022-10-03,100.00
860,2024-04-28,943.00
2215,2023-07-18,950.00
2911,2021-08-21,531.00
2255,2025-08-20,208.00
2530,2024-11-24,1295.00
4279,2022-10-13,460.00
4179,2021-12-20,435.00
1197,2023-08-24,1435.00
1152,2022-11-23,1760.00
3440,2022-07-21,260.00
4792,2025-01-06,542.50
3763,2020-11-22,24.00
812,2021-01-30,373.50
4806,2021-02-14,500.00
2482,2022-01-05,355.50
1588,2024-12-12,15.00
163,2023-06-05,2175.00
3513,2025-05-12,1370.00
2449,2024-05-19,390.00
3459,2025-08-06,540.00
4791,2023-04-26,300.00
1821,2021-06-19,545.00
3377,2022-12-07,633.00
57,2024-03-14,700.00
1075,2025-07-04,250.00
1395,2025-01-21,1050.00
1247,2025-04-04,1125.00
440,2021-06-07,775.00
4708,2023-07-05,652.50
3663,2025-03-12,613.00
4568,2020-12-18,279.00
1851,2025-04-21,975.00
393,2023-12-12,320.00
2274,2022-11-18,400.00
3329,2022-01-01,367.50
2051,2022-08-12,533.00
395,2022-03-13,574.00
4076,2021-06-29,756.00
3951,2020-11-26,6.00
2536,2023-01-12,782.00
3475,2022-06-30,1161.00
1564,2021-05-19,275.00
2581,2022-07-23,393.00
701,2021-11-11,500.00
916,2022-04-27,16.00
4385,2021-11-23,352.50
4785,2023-05-27,240.00
1091,2025-03-28,1085.00
3152,2024-03-26,410.00
3954,2022-07-06,659.00
1252,2025-04-03,369.00
159,2020-10-21,111.50
4125,2022-09-02,360.00
1343,2023-12-03,1115.00
4178,2023-02-15,1035.00
3377,2022-04-23,428.00
3792,2024-06-04,1175.00
994,2021-07-19,975.00
4769,2023-08-02,500.00
1132,2024-06-18,330.00
4468,2022-06-12,280.00
4345,2024-03-21,224.00
4743,2021-08-13,530.00
3769,2023-05-31,175.00
768,2023-11-04,643.00
2741,2025-08-19,62.00
4289,2022-07-10,774.00
149,2024-06-27,950.00
4943,2024-07-28,603.00
1553,2023-12-15,242.50
3528,2022-01-12,3.00
1619,2024-12-22,462.50
4744,2022-12-27,790.00
4779,2021-09-02,545.50
4241,2023-08-23,759.00
248,2024-02-23,1309.00
1622,2021-02-27,640.00
1588,2021-02-02,700.00
3790,2021-05-04,124.00
3450,2024-05-23,752.50
2446,2025-03-12,350.00
4159,2020-11-01,138.00
606,2024-02-15,549.00
453,2021-02-06,1210.00
3512,2024-10-19,510.00
2612,2024-10-13,500.00
2731,2021-03-17,146.00
2477,2021-12-27,260.00
1716,2023-05-21,835.00
2205,2024-08-06,542.50
3436,2021-03-04,865.00
279,2023-08-11,656.00
4018,2025-07-16,798.00
2107,2021-04-09,610.00
4301,2025-01-26,753.00
1885,2024-02-14,1890.00
3628,2025-02-09,747.50
2885,2021-10-20,128.00
3769,2022-04-04,1050.00
3198,2024-10-03,345.00
2299,2021-11-23,780.00
1692,2024-05-16,9.00
1008,2025-02-02,9.00
4515,2024-09-03,1119.00
3529,2025-05-08,256.00
4851,2025-04-21,50.00
3968,2024-10-03,247.50
3633,2023-05-24,550.00
3351,2023-09-19,390.00
2241,2022-02-19,360.00
1982,2023-09-02,300.00
1018,2025-08-20,625.00
861,2025-04-21,585.00
935,2022-12-26,745.00
4190,2022-11-16,196.00
3840,2023-05-12,125.00
2933,2024-01-13,8.00
3881,2024-04-28,130.00
4535,2024-11-08,325.00
487,2020-10-28,941.00
4579,2023-12-23,50.00
668,2025-03-02,240.00
567,2021-10-17,125.00
1188,2020-11-06,490.00
931,2025-01-20,324.50
2820,2023-08-21,200.00
3371,2024-08-02,780.00
2890,2023-11-18,137.50
4223,2025-05-28,710.00
1121,2025-08-25,1490.00
2996,2022-07-16,425.00
2708,2021-07-11,50.00
2322,2025-03-30,139.00
4569,2025-08-18,375.00
3573,2024-05-26,385.00
4345,2024-11-25,180.00
4864,2021-09-27,1758.00
2400,2024-02-14,23.50
2140,2022-03-07,825.00
2096,2025-06-02,260.00
1253,2021-06-19,1000.00
1539,2024-10-21,3.00
3593,2021-03-23,777.50
1346,2021-01-31,120.00
561,2023-11-30,250.00
2840,2022-05-01,1027.50
3661,2024-08-07,525.00
91,2023-12-06,264.00
1740,2023-07-10,690.00
2131,2020-12-19,360.00
804,2022-08-22,880.00
3685,2025-07-27,670.00
4529,2024-01-19,850.00
1194,2024-05-04,390.00
277,2023-02-20,250.00
169,2020-11-22,778.00
3405,2025-02-16,839.00
1833,2023-05-18,855.00
4920,2024-01-02,180.00
849,2022-10-29,43.00
4328,2022-10-17,1805.00
3167,2025-07-29,2220.00
3128,2022-04-18,850.00
4681,2024-10-13,1853.00
1489,2023-10-05,2.50
2656,2024-08-14,257.50
4181,2023-10-11,510.00
1920,2021-10-02,910.00
310,2022-04-15,130.00
424,2022-12-19,350.00
3773,2024-10-16,1205.00
1316,2022-05-11,16.00
473,2023-03-15,134.00
1135,2022-12-01,25.00
1283,2023-11-22,228.00
1167,2022-06-08,300.00
4498,2021-12-20,605.00
882,2022-04-07,363.00
2466,2025-03-26,1480.00
3244,2025-04-10,374.00
2305,2022-07-09,800.00
2203,2023-08-25,120.00
2747,2021-05-02,28.00
3250,2025-04-20,475.00
4819,2023-09-08,647.50
2244,2025-01-30,7.50
2996,2021-05-22,610.00
818,2024-10-31,350.00
3629,2022-03-20,543.00
987,2021-06-19,1715.00
329,2023-01-29,1775.00
4330,2024-07-04,157.50
2434,2021-01-02,589.00
2684,2021-05-05,1175.00
305,2025-04-04,810.00
3412,2021-03-11,303.00
2895,2020-11-30,490.00
2241,2021-07-15,2790.00
2645,2022-03-17,700.00
1636,2023-05-30,1560.00
1542,2022-09-08,120.00
800,2025-03-27,360.00
4814,2024-04-07,200.00
3552,2022-08-11,916.50
2158,2025-04-11,200.00
3945,2021-04-21,200.00
1051,2022-05-01,1440.00
2489,2021-04-01,1021.00
4221,2025-01-19,1575.00
4243,2024-01-28,640.00
811,2022-10-08,6.00
2452,2021-04-30,1285.00
1150,2023-09-20,7.50
3360,2025-07-17,120.00
1237,2021-10-19,1590.00
3280,2023-01-20,130.00
337,2024-01-05,916.50
1734,2023-03-14,885.00
2113,2022-08-31,774.00
3481,2025-06-28,325.00
742,2025-02-10,1500.00
3133,2025-02-20,200.00
3557,2022-12-04,707.50
4797,2023-01-29,531.00
2830,2022-10-18,1080.00
654,2025-07-30,240.00
2305,2023-11-02,316.00
3520,2025-08-09,928.00
3245,2022-09-28,950.00
395,2025-01-10,963.00
411,2022-07-23,766.00
826,2021-10-06,2120.00
4456,2022-02-18,380.00
258,2025-05-13,300.00
4198,2025-08-13,753.00
4950,2022-03-02,469.00
3099,2021-06-22,1175.00
2045,2021-06-17,368.00
4291,2023-12-15,1095.00
822,2022-06-09,1048.00
3392,2025-05-09,1075.00
453,2025-07-13,700.00
1211,2025-07-11,610.00
373,2022-01-07,640.00
4355,2020-10-21,390.00
3749,2025-04-06,130.00
4211,2025-09-12,517.50
1136,2024-06-10,183.00
1789,2025-07-29,615.00
1448,2022-12-19,575.00
955,2022-11-03,305.00
3800,2022-05-12,346.00
3625,2025-07-13,1105.00
1049,2021-11-04,1050.00
2290,2021-01-17,507.50
3882,2024-08-22,1070.00
4535,2023-02-28,130.00
395,2025-06-04,997.50
2761,2021-12-15,485.00
2670,2025-04-29,255.00
1468,2021-02-21,1111.00
3852,2020-10-20,1069.00
1780,2025-01-28,500.00
1717,2024-06-09,5.00
1046,2022-03-28,216.00
2770,2024-11-10,1450.00
2974,2022-04-10,16.00
3976,2023-10-25,180.00
454,2025-04-01,1215.00
575,2021-10-16,1115.00
921,2024-07-15,681.00
1424,2023-01-24,675.00
2271,2025-05-02,590.00
3842,2022-04-16,1245.00
3209,2023-02-27,400.00
3086,2025-03-09,375.00
3473,2022-10-13,483.50
907,2023-05-25,324.00
1455,2021-08-13,1250.00
4081,2024-09-20,675.00
4412,2022-05-05,382.50
727,2021-11-21,532.00
4351,2022-02-03,392.00
513,2023-12-01,5.00
1522,2022-07-07,302.00
2717,2021-06-26,467.50
3532,2025-09-06,1375.00
548,2022-07-07,375.00
4721,2024-04-09,360.00
3764,2022-07-05,240.00
2706,2023-12-31,1245.00
914,2021-03-01,1565.00
262,2021-01-03,2109.00
1220,2025-03-06,2100.00
4493,2022-12-20,407.00
1227,2023-02-08,6.00
9,2024-01-20,1170.00
2325,2023-07-30,1425.00
2782,2023-11-21,382.50
3068,2024-06-07,100.00
4790,2021-12-19,648.00
118,2025-06-23,940.00
383,2023-06-18,882.50
268,2021-01-06,422.50
4666,2024-02-27,725.00
631,2024-02-24,25.00
2361,2021-08-01,363.00
1319,2024-10-16,1410.00
179,2024-08-15,300.00
3789,2023-10-09,238.00
1229,2020-10-01,27.00
2548,2024-04-04,1550.00
3327,2024-10-12,868.00
3348,2023-06-13,16.00
3902,2023-05-07,559.00
2583,2024-07-03,102.50
2040,2024-02-19,720.00
812,2025-06-23,684.00
3647,2023-10-04,1025.00
2636,2022-03-03,355.00
3795,2023-10-23,431.00
4855,2022-01-30,540.00
3481,2022-11-21,1620.00
3057,2022-01-29,208.00
2454,2023-07-17,350.00
422,2024-06-15,800.00
4097,2025-03-10,573.50
2697,2021-09-20,553.00
4187,2023-02-02,792.50
4421,2024-08-12,913.00
2190,2022-03-08,1072.50
4676,2023-12-15,1241.00
4927,2023-07-01,128.00
1789,2021-02-11,813.00
2756,2024-06-15,1700.00
2005,2024-05-19,81.00
2278,2024-03-16,1565.00
4695,2023-02-15,1485.00
4678,2021-07-07,1475.00
2571,2020-11-17,954.00
4189,2021-01-27,1800.00
1780,2025-05-04,500.00
270,2023-01-07,600.00
1823,2021-12-16,260.00
4939,2021-10-15,990.00
4096,2025-01-27,541.00
2316,2022-09-02,320.00
951,2022-08-17,750.00
2382,2021-01-30,683.00
306,2023-05-05,483.00
2848,2024-08-18,366.00
4084,2025-09-04,1308.00
2957,2025-05-28,240.00
372,2025-05-05,9.00
2692,2022-02-25,292.50
4158,2021-11-06,1067.50
639,2024-01-11,25.00
2562,2022-07-14,590.00
1460,2020-10-05,390.00
277,2020-12-18,5.00
978,2024-05-23,260.00
4068,2024-02-07,241.00
2794,2025-08-31,667.50
3522,2021-06-30,7.50
478,2025-05-03,450.00
2779,2025-05-13,16.00
2093,2020-11-25,383.00
3950,2023-07-31,1355.00
4313,2024-12-24,185.00
1417,2025-07-25,723.50
2542,2024-05-23,2.50
1164,2022-07-15,1230.00
2517,2024-05-16,743.00
1861,2024-11-22,810.00
1579,2024-07-26,415.00
4856,2021-07-01,417.00
3889,2020-09-15,125.00
4536,2024-11-26,263.00
4684,2024-05-20,2093.00
3137,2021-03-16,1298.00
1641,2024-06-14,1860.00
1505,2024-06-15,382.50
2447,2025-05-15,1655.00
4002,2024-11-03,300.00
4681,2021-02-03,148.00
3268,2024-11-13,125.00
3362,2025-03-28,6.00
283,2025-07-24,392.50
823,2025-08-21,25.00
2788,2023-09-12,368.00
3830,2023-05-22,480.00
4855,2024-02-16,1560.00
1372,2021-04-28,900.00
516,2025-07-28,1560.00
585,2020-10-19,735.00
2463,2022-01-21,24.00
4433,2025-06-19,131.00
2978,2022-02-21,186.00
1839,2022-05-27,50.00
1821,2021-12-22,470.00
147,2025-05-13,602.00
158,2024-10-22,360.00
2766,2025-05-11,807.50
1037,2022-10-22,584.00
2401,2025-07-08,66.00
4012,2022-05-02,1555.00
162,2023-08-10,755.00
3018,2022-06-22,450.00
2792,2024-10-23,1255.00
175,2025-06-18,1560.00
2066,2021-04-21,8.00
3394,2025-02-11,834.00
4168,2023-01-08,324.00
4608,2024-03-09,1363.50
2615,2020-09-17,1775.00
4030,2021-07-05,1033.00
4719,2024-02-25,855.00
3098,2023-03-15,1648.00
94,2024-04-25,874.00
212,2024-08-01,934.00
3470,2022-03-22,355.00
1549,2023-02-09,9.00
3933,2021-01-25,29.50
4871,2022-07-07,1224.00
2395,2023-07-05,700.00
1276,2025-01-02,750.00
2790,2020-09-22,360.00
1329,2023-08-17,687.50
4321,2023-09-14,390.00
4610,2025-05-27,300.00
3102,2024-08-05,862.50
2902,2021-10-06,870.00
3106,2023-05-25,497.00
1825,2022-03-26,512.00
4234,2021-01-17,565.00
2451,2023-04-09,430.00
2695,2024-05-25,8.00
2707,2024-04-25,501.00
4727,2023-07-27,375.00
1292,2023-12-13,350.00
1433,2022-10-22,1684.00
3839,2022-04-04,660.00
3057,2025-07-30,375.00
983,2021-05-06,125.00
4603,2022-12-13,1200.00
335,2023-05-28,1120.00
3735,2022-11-22,16.00
2913,2023-03-21,618.00
185,2025-02-08,350.00
643,2020-11-13,360.00
1106,2025-01-18,21.00
1390,2023-07-10,675.00
4329,2024-03-06,392.50
513,2023-07-30,610.00
801,2023-10-30,1450.00
4679,2022-09-06,325.00
305,2024-09-10,130.00
4974,2022-10-09,750.00
4102,2023-02-04,1320.00
3755,2022-08-10,498.00
3107,2021-07-18,891.00
3128,2021-02-06,431.00
4116,2024-02-05,367.50
4694,2024-08-02,566.00
786,2021-03-13,1250.00
776,2023-11-09,360.00
779,2022-01-18,50.00
2982,2021-04-23,1175.00
4293,2024-09-25,1284.00
4413,2024-07-06,1200.00
334,2023-08-13,1015.00
3461,2024-12-03,953.00
2172,2025-07-08,286.00
3767,2023-08-06,16.00
759,2024-07-10,130.00
1312,2024-11-03,525.00
2194,2024-05-30,260.00
4046,2021-05-30,390.00
3839,2022-05-17,904.00
3603,2025-07-25,1190.00
638,2023-02-09,135.50
1286,2023-01-15,618.00
4319,2022-02-04,1110.00
2891,2021-12-16,550.50
4677,2024-02-11,225.00
1179,2023-02-23,920.00
2677,2025-07-22,750.00
2315,2021-01-23,2175.00
3057,2025-07-21,818.00
3433,2024-10-07,470.00
1724,2021-02-09,720.00
3019,2021-03-05,680.00
1309,2021-08-30,928.00
2681,2022-02-28,49.00
1442,2022-04-10,935.00
2235,2023-02-21,120.00
2902,2023-07-03,1324.00
1203,2021-06-11,50.00
3142,2022-05-15,664.00
2526,2023-10-31,500.00
4110,2022-11-08,391.00
2444,2023-08-01,90.50
2477,2023-11-12,697.00
921,2023-10-28,467.50
3599,2021-06-17,840.00
825,2021-09-13,7.50
222,2022-08-11,208.00
3645,2023-03-07,250.00
4805,2021-12-08,1422.00
1511,2020-12-10,750.00
2803,2024-10-03,680.00
1865,2022-03-27,262.50
1308,2021-02-25,377.50
2370,2020-12-31,1500.00
1429,2024-08-13,240.00
4741,2024-05-04,200.00
304,2021-10-01,727.50
57,2024-05-01,542.50
2081,2022-09-22,1053.00
2820,2023-02-14,1305.00
1407,2022-08-20,660.00
2495,2023-04-05,1006.00
4121,2021-10-27,99.00
3929,2025-05-11,1350.00
3350,2024-09-02,16.00
1238,2021-01-24,702.50
975,2021-04-28,643.00
374,2023-05-08,75.00
2548,2022-09-30,1326.50
1510,2022-12-07,880.00
4423,2025-05-15,25.00
86,2025-06-03,800.00
3977,2024-04-25,889.00
1392,2022-03-27,660.00
2643,2021-08-01,835.00
1756,2022-04-06,384.00
4336,2020-12-21,360.00
2108,2021-06-23,810.00
1925,2024-01-05,1240.00
3228,2022-05-11,500.00
3445,2021-10-27,245.00
2663,2020-12-09,16.00
1145,2022-09-27,630.00
956,2024-05-06,1415.00
3976,2024-07-30,154.00
868,2022-04-21,249.00
2017,2025-08-28,1630.00
3666,2025-08-25,600.00
1405,2024-05-17,83.00
4460,2025-02-09,948.00
4945,2025-08-27,1134.00
2238,2025-07-27,25.00
1521,2025-03-11,1242.50
1613,2023-10-16,1100.00
3940,2021-04-30,486.00
1525,2021-10-03,700.00
2493,2022-10-23,232.50
1083,2021-01-22,2530.00
4293,2023-11-30,1300.00
2324,2021-04-03,860.00
4548,2024-02-04,8.00
3996,2024-10-01,540.00
4251,2023-03-16,58.00
4491,2023-08-20,75.00
1485,2022-03-11,540.00
1678,2025-01-01,180.00
3201,2024-12-31,250.00
491,2023-12-23,950.00
4405,2022-09-11,350.00
1499,2021-08-23,300.00
4630,2024-07-27,255.00
2555,2020-09-21,700.00
1518,2023-03-29,675.00
3442,2022-05-21,1050.00
2253,2024-10-19,645.00
189,2022-11-01,1365.00
1827,2021-08-10,360.00
3522,2022-01-17,315.00
1308,2023-04-02,520.00
1846,2021-05-17,1795.00
1005,2022-04-28,563.00
1260,2022-09-23,75.00
1628,2023-12-30,1060.00
4642,2021-03-02,300.00
4037,2024-07-15,797.50
3947,2024-12-03,750.00
4560,2021-09-13,782.00
3055,2024-12-17,933.00
1370,2024-04-03,300.00
1560,2024-08-27,500.00
4430,2021-04-25,505.00
184,2024-06-05,5.00
3334,2024-06-13,332.00
2663,2021-10-05,692.00
2050,2025-09-05,700.00
519,2023-09-16,500.00
4936,2024-08-31,395.00
2166,2023-02-26,700.00
1773,2021-02-24,248.00
2706,2023-09-30,1360.00
3273,2021-10-21,1050.00
2347,2022-03-13,172.50
2660,2023-06-27,500.00
4162,2024-10-18,330.00
251,2024-12-09,315.00
570,2024-11-08,475.00
4433,2022-11-06,906.00
1944,2025-02-08,1379.00
2157,2023-11-08,5.00
1405,2023-09-02,759.00
4516,2025-02-12,1681.00
2723,2022-04-14,735.00
1477,2025-03-31,881.00
3705,2021-04-28,524.00
2487,2022-06-05,1140.00
2274,2024-12-27,2055.00
1585,2021-10-09,1070.00
2637,2024-08-18,1224.00
4379,2020-09-22,435.00
3424,2023-03-05,201.00
2564,2023-12-17,1066.50
2405,2022-11-16,708.00
1079,2024-07-05,376.50
3805,2025-02-13,880.00
4637,2024-01-06,2200.00
2879,2023-04-12,1425.00
3151,2022-04-17,1280.00
4833,2024-01-04,555.00
185,2023-11-26,365.00
4037,2023-06-05,1525.00
1502,2021-06-25,186.00
3269,2021-07-23,289.00
393,2022-07-14,565.00
4275,2023-03-05,458.00
4823,2024-03-13,300.00
4,2021-05-26,3.00
3879,2021-03-31,489.00
1045,2024-01-03,1085.00
3402,2022-02-05,5.00
1224,2021-01-31,130.00
4614,2021-08-06,910.00
652,2025-01-06,1162.50
1731,2020-10-17,375.00
3717,2021-08-22,441.00
4234,2025-03-03,320.00
4221,2023-12-30,849.00
1935,2023-01-23,675.00
3925,2021-12-16,621.00
2300,2024-09-25,1071.00
4210,2020-10-05,240.00
3806,2024-03-19,500.00
3178,2022-02-16,99.00
1716,2021-03-17,450.00
784,2024-09-19,641.00
3555,2024-10-18,2460.00
1557,2025-07-16,250.00
3795,2021-01-09,250.00
2992,2024-07-31,384.00
86,2021-06-06,890.00
3621,2025-07-16,849.00
4031,2023-11-06,1845.00
4030,2020-12-09,1190.00
2286,2021-07-07,850.00
4290,2021-11-18,1149.00
751,2022-09-23,310.00
2755,2020-09-19,25.00
1268,2021-08-19,276.00
1959,2022-08-06,1290.00
3710,2023-03-27,941.50
1160,2024-11-10,600.00
3489,2021-01-10,256.00
343,2025-06-01,476.00
1143,2021-01-18,517.50
4873,2020-09-18,50.00
4342,2023-11-03,705.00
329,2021-06-25,790.00
2572,2022-01-13,566.00
4723,2022-02-05,1325.00
1221,2021-01-25,5.00
3091,2021-06-19,393.00
4370,2022-08-12,601.00
2477,2023-03-17,231.00
2430,2025-05-27,805.00
4746,2024-01-13,414.00
851,2024-02-29,25.50
2288,2021-03-20,3.00
217,2025-06-30,180.00
3583,2024-07-13,2.50
1531,2023-11-15,287.50
3495,2023-12-26,675.00
1885,2021-07-06,3.00
3744,2023-04-16,260.00
4630,2023-06-07,695.00
2156,2022-01-30,880.00
3879,2025-08-11,2.50
2722,2020-09-25,385.00
1753,2022-12-24,1275.00
4908,2022-09-22,506.00
3919,2023-08-14,565.00
221,2024-10-27,260.00
1444,2023-04-24,1010.00
2232,2023-06-05,300.00
4895,2025-07-19,510.00
3957,2022-07-31,1113.00
2688,2024-01-31,350.00
3985,2022-10-17,200.00
1127,2021-10-04,250.00
646,2023-06-18,670.00
1599,2021-04-09,751.00
4269,2025-03-08,475.00
3889,2022-05-25,436.00
2705,2021-08-03,543.00
3326,2021-07-17,24.00
194,2024-06-04,605.00
3968,2021-08-11,266.00
3494,2023-09-20,200.00
1420,2021-06-09,448.50
4300,2024-01-04,573.00
3350,2022-05-20,870.00
3916,2024-10-21,225.00
1652,2024-05-16,502.50
2364,2024-10-05,255.00
1513,2020-11-13,1465.00
4811,2022-05-07,644.00
3783,2021-06-06,703.00
4234,2025-07-24,615.00
1916,2023-10-09,766.00
96,2023-12-08,260.00
2466,2021-07-03,610.00
1470,2022-07-03,183.00
3786,2025-04-22,1099.00
2697,2023-02-12,780.00
2060,2024-06-02,1350.00
3107,2024-01-30,1433.00
1205,2021-01-31,67.00
3808,2025-08-19,209.00
64,2024-04-29,399.00
3017,2022-01-10,250.00
4366,2021-04-15,825.00
1883,2023-01-12,460.00
4920,2021-01-20,299.00
3099,2021-01-29,360.00
4390,2023-02-17,960.00
3366,2022-01-02,784.00
2006,2021-05-11,990.00
3448,2025-02-22,460.00
1587,2025-08-12,307.50
2748,2024-02-09,665.00
4941,2022-07-03,108.00
4175,2023-03-10,874.00
4645,2025-05-18,1140.00
4973,2023-07-09,145.00
2737,2023-11-06,1010.00
1753,2021-10-28,465.00
410,2022-10-07,1275.00
120,2022-10-11,75.00
4015,2025-04-21,452.00
1880,2022-11-24,462.00
3038,2024-05-07,487.50
4014,2022-08-28,367.50
1980,2022-05-03,12.00
1136,2025-07-12,268.00
4539,2024-10-13,2140.00
1618,2025-05-20,1107.50
99,2021-02-22,78.00
4520,2022-02-22,556.00
741,2025-09-07,355.00
4277,2024-07-29,1880.00
511,2024-07-31,7.50
4862,2023-07-08,675.00
4850,2022-06-22,310.00
2618,2024-02-08,702.50
3048,2023-05-25,750.00
2605,2022-12-04,740.00
3000,2025-02-25,650.00
2139,2022-11-29,7.50
1279,2025-05-02,180.00
1708,2024-06-24,8.00
1734,2024-06-08,677.50
3512,2023-06-30,360.00
2426,2025-04-01,487.00
254,2024-05-30,132.50
2093,2022-11-26,1050.00
445,2025-05-31,700.00
917,2023-07-18,698.00
4695,2024-06-02,360.00
3332,2025-08-11,500.00
1121,2024-10-10,660.00
2411,2020-10-03,480.00
3389,2022-11-25,130.00
845,2021-11-15,325.00
4199,2023-06-06,888.50
2082,2023-05-24,275.00
2731,2020-12-01,250.00
3194,2021-11-18,463.50
4137,2021-02-04,1213.00
1174,2023-11-07,1270.00
662,2022-02-18,790.00
3121,2021-12-16,485.00
1306,2022-07-07,2.50
3714,2022-07-31,1203.00
1709,2024-05-15,363.00
82,2023-04-29,360.00
2964,2020-10-03,138.00
4354,2023-12-30,3.00
4514,2025-02-26,760.00
2434,2024-10-17,500.00
834,2023-05-29,880.00
2108,2024-01-25,385.00
1622,2022-05-14,860.00
1809,2023-12-20,940.00
4292,2024-07-11,25.00
2974,2023-05-19,835.00
2871,2021-04-02,916.00
629,2024-11-29,720.00
2661,2024-07-04,878.00
3284,2024-12-08,982.00
849,2021-08-10,791.00
2806,2023-08-09,395.50
1239,2025-05-30,59.00
2219,2025-03-14,1215.00
4778,2022-11-08,49.00
3727,2024-09-13,970.00
596,2025-03-14,6.00
1168,2021-09-30,560.00
1777,2023-04-25,900.00
3615,2021-03-01,450.00
2349,2023-07-03,6.00
159,2022-12-13,230.00
3639,2024-04-24,1733.00
1379,2022-08-01,1385.00
1318,2022-12-30,735.00
3549,2021-08-08,406.00
317,2021-03-02,1175.00
1045,2023-10-21,1156.00
855,2021-05-05,700.00
1788,2022-12-13,649.00
4178,2022-10-17,468.00
3388,2024-11-24,870.00
1020,2023-09-01,331.00
2827,2023-07-10,1415.00
3919,2024-10-30,1365.00
3856,2025-06-09,2.50
1952,2021-09-24,835.00
590,2023-05-24,24.00
2542,2022-05-17,456.00
